uni,uni_stock,fba,fba_stock,fbf,fbf_stock,sjit,sjit_stock
JOPLJPR312-XS,7,JOPLST242-3XL,1,JOPLVSRW4082-5XL,0,,0
JOPLJPR313-S,3,JOPLST242-5XL,6,JOPLVSRW4097-L,0,,0
JOPLJPR314-S,3,JOPLJPR7006-XL,2,JOPLJPR325-M,0,,0
JOPLJPR314-XS,2,JOPLJPR513-XXL,31,JOPLVL245-5XL,0,,0
JOPLJPR315-L,1,JOPLJPR513-XL,26,JOPLDI1033,0,,0
JOPLJPR315-M,7,JOPLJPR513-M,4,JOPLJPR44-6XL,0,,0
JOPLJPR315-S,3,JOPLJPR513-S,8,JOPLJPR68D-4XL,0,,0
JOPLJPR315-XL,5,JOPLJPR513-L,2,JOPLVL212-XXL,0,,0
JOPLJPR315-XS,14,JOPLVSRW1163-9XL,9,JOPLRP710-JOPLPDP1013,0,,0
JOPLJPR316-M,1,JOPLVSRW1163-8XL,2,JOPLVSRW4097-6XL,0,,0
JOPLJPR316-S,5,JOPLVSRW5171-9XL,4,JOPLVSRW5212-3XL,0,,0
JOPLJPR316-XS,1,JOPLJPR734-XL,1,JOPLLTRW2018-3XL,0,,0
JOPLJPR317-M,8,JOPLJPR7007-L,8,JOPLVSRW5216-6XL,0,,0
JOPLJPR317-S,15,JOPLJPR734-XXL,1,JOPLVSRW4097-3XL,0,,0
JOPLJPR317-XS,13,JOPLJPR4053-L,4,JOPLVSRW5212-6XL,0,,0
JOPLJPR318-L,11,JOPLJPR4053-XL,1,JOPLVSRW1167-7XL,0,,0
JOPLJPR318-M,11,JOPLVSRW1163-7XL,3,JOPLJPR68C-L,0,,0
JOPLJPR318-S,18,JOPLJPR7013-XXL,4,JOPLVSMRW4281-S,0,,0
JOPLJPR318-XL,8,JOPLJPR7007-S,1,JOPLVSRW4005-S,1,,0
JOPLJPR318-XS,18,JOPLJPR7013-L,2,JOPLVSRW5206-S,0,,0
JOPLJPR318-XXL,14,JOPLJPR4053-M,1,JOPLVL212-4XL,0,,0
JOPLJPR319-L,5,JOPLJPR144-S,1,JOPLJPR314-XL,0,,0
JOPLJPR319-XL,2,JOPLJPR864-M,1,JOPLJPR758-XXL,0,,0
JOPLJPR319-XS,12,JOPLJPR144-L,2,JOPLVSRW5220-6XL,0,,0
JOPLJPR319-XXL,9,JOPLJPR144-XXL,1,JOPLLTRW2016-5XL,0,,0
JOPLJPR320-L,8,JOPLVSRW4082-8XL,1,JOPLJPR44-L,1,,0
JOPLJPR320-M,6,JOPLVSRW5208-M,1,JOPLJPR69D-L,0,,0
JOPLJPR320-S,1,JOPLST271-XXL,6,JOPLST739-3XL,0,,0
JOPLJPR320-XL,14,JOPLST270-L,12,JOPLVSRW5213-3XL,0,,0
JOPLJPR320-XS,22,JOPLVSRW5208-S,1,JOPLVL214-4XL,0,,0
JOPLJPR320-XXL,9,JOPLVSRW5210-XXL,9,JOPLVSRW5204-M,0,,0
JOPLJPR321-L,1,JOPLST270-XL,5,JOPLVSRW5218-XL,0,,0
JOPLJPR321-S,3,JOPLVSRW5210-6XL,1,JOPLJPR68C-M,0,,0
JOPLJPR321-XS,5,JOPLVSRW5209-L,8,JOPLVSRW4005-M,0,,0
JOPLJPR322-L,3,JOPLVSRW5210-4XL,4,JOPLJPR69D-3XL,0,,0
JOPLJPR322-S,6,JOPLVSRW5210-XL,3,JOPLJPR68C-S,0,,0
JOPLJPR322-XL,6,JOPLST270-M,21,JOPLVSRW4288-7XL,1,,0
JOPLJPR322-XS,17,JOPLST271-S,8,JOPLJPR44-S,5,,0
JOPLJPR322-XXL,10,JOPLST270-XXL,3,JOPLVSMRW5149-5XL,3,,0
JOPLJPR323-M,3,JOPLJPR512-M,6,JOPLVSRW5211-XXL,0,,0
JOPLJPR323-XL,1,JOPLJPR512-S,1,JOPLVSRW5218-XXL,0,,0
JOPLJPR323-XS,3,JOPLJPR512-XXL,5,JOPLJPR89-L,0,,0
JOPLJPR323-XXL,5,JOPLJPR512-XL,1,JOPLVSRW4088-7XL,0,,0
JOPLJPR324-L,5,JOPLST268-L,16,JOPLVSRW4082-M,0,,0
JOPLJPR324-S,10,JOPLJPR337-XS,1,JOPLJPR69C-4XL,0,,0
JOPLJPR324-XL,2,JOPLST269-S,1,JOPLVSRW5203-3XL,0,,0
JOPLJPR324-XS,9,JOPLST269-XXL,1,JOPLVSRW5207-S,0,,0
JOPLJPR324-XXL,5,JOPLST269-XL,10,JOPLVSRW5171-S,0,,0
JOPLJPR325-L,1,JOPLJPR311-L,1,JOPLVSRW5215-4XL,2,,0
JOPLJPR325-S,1,JOPLJPR311-XS,1,JOPLJPR740-M,0,,0
JOPLJPR325-XL,1,JOPLCS108-L,1,JOPLVL213-L,2,,0
JOPLJPR325-XS,10,JOPLCS108-XL,3,JOPLVSRW4082-L,0,,0
JOPLJPR325-XXL,1,JOPLJPR311-M,8,JOPLVSRW5193-6XL,0,,0
JOPLJPR326-M,2,JOPLJPR311-XXL,1,JOPLJPR4025-3XL,0,,0
JOPLJPR326-S,9,JOPLJPR7021-L,2,JOPLJPR4001-M,0,,0
JOPLJPR326-XL,2,JOPLST273-L,3,JOPLJPR707-L,0,,0
JOPLJPR326-XS,11,JOPLJPR7021-XXL,3,JOPLVSRW4114-M,0,,0
JOPLJPR326-XXL,7,JOPLJPR7021-M,10,JOPLVSRW5221-XL,4,,0
JOPLJPR327-S,1,JOPLST273-XXL,1,JOPLVSRW4290-S,0,,0
JOPLJPR327-XL,1,JOPLLTRW2016-9XL,4,JOPLLTRW2016-7XL,0,,0
JOPLJPR327-XS,6,JOPLLTRW2016-7XL,1,JOPLVSRW5208-XL,0,,0
JOPLJPR328-XS,3,JOPLJPR515-XL,2,JOPLVSRW4031-7XL,2,,0
JOPLJPR328-XXL,2,JOPLJPR518-M,2,JOPLST201-L,0,,0
JOPLJPR331-XS,2,JOPLJPR518-XL,13,JOPLVL212-S,0,,0
JOPLJPR332-S,4,JOPLJPR515-M,2,JOPLVSRW5219-S,0,,0
JOPLJPR332-XL,3,JOPLJPR515-XXL,11,JOPLVSMRW5149-XXL,2,,0
JOPLJPR332-XS,13,JOPLJPR518-S,3,JOPLVSM4002J,0,,0
JOPLJPR333-S,6,JOPLJPR518-L,1,Not Found,0,,0
JOPLJPR333-XL,2,JOPLJPR4007-XXL,2,JOPLJPR709-M,0,,0
JOPLJPR333-XS,15,JOPLJPR4007-S,1,JOPLVSM4078,0,,0
JOPLJPR333-XXL,2,JOPLJPR4013-M,1,JOPLVSM4028-VSM4082,0,,0
JOPLJPR334-S,1,JOPLJPR342-XL,2,JOPLVSM4132,0,,0
JOPLJPR334-XL,1,JOPLJPR342-XXL,2,JOPLVSMRW3974-XXL,0,,0
JOPLJPR334-XS,7,JOPLJPR342-XS,2,JOPLLTRW2013-4XL,0,,0
JOPLJPR335-XL,2,JOPLJPR342-M,3,JOPLVSRW4088-9XL,1,,0
JOPLJPR335-XS,8,JOPLJPR323-XXL,3,JOPLJPR7006-S,5,,0
JOPLJPR335-XXL,4,JOPLJPR342-L,4,JOPLJPR765-XS,1,,0
JOPLJPR336-XS,8,JOPLJPR323-S,2,JOPLVL214-S,1,,0
JOPLJPR336-XXL,6,JOPLJPR346-XS,1,JOPLJPR43-M,1,,0
JOPLJPR337-L,2,JOPLJPR346-M,6,JOPLJPR83-3XL,2,,0
JOPLJPR337-S,3,JOPLJPR7017-XS,1,JOPLJPR513-L,1,,0
JOPLJPR337-XL,4,JOPLJPR346-S,3,JOPLVSRW4288-5XL,4,,0
JOPLJPR337-XS,3,JOPLJPR346-L,3,JOPLJPR765-L,4,,0
JOPLJPR337-XXL,5,JOPLJPR7017-M,1,JOPLVSMRW4002J-XXL,0,,0
JOPLJPR338-S,1,JOPLJPR346-XL,3,JOPLJPR83-L,1,,0
JOPLJPR338-XXL,2,JOPLJPR7022-M,2,JOPLPDPRW1006-8XL,5,,0
JOPLJPR339-L,13,JOPLJPR348-S,3,JOPLJPR778-XS,1,,0
JOPLJPR339-M,9,JOPLJPR348-L,4,JOPLJPR44-5XL,1,,0
JOPLJPR339-S,7,JOPLJPR348-XXL,2,JOPLJPR83-M,1,,0
JOPLJPR339-XL,5,JOPLJPR348-M,7,JOPLVL310-5XL,1,,0
JOPLJPR339-XS,18,JOPLJPR7020-M,2,JOPLJPR739-M,4,,0
JOPLJPR339-XXL,18,JOPLJPR348-XL,1,JOPLJPR755-XXL,3,,0
JOPLJPR340-M,1,JOPLPDPRW1058-L,3,JOPLVL310-3XL,1,,0
JOPLJPR340-S,5,JOPLJPR340-S,9,JOPLVSRW4005-XL,3,,0
JOPLJPR340-XL,2,JOPLJPR340-XL,3,JOPLJPR801-XXL,5,,0
JOPLJPR340-XS,2,JOPLVSRW4290-8XL,1,JOPLVSRW4288-8XL,2,,0
JOPLJPR341-L,1,JOPLJPR7016-XL,2,JOPLJPR513-M,3,,0
JOPLJPR341-M,6,JOPLVSMRW5160-10XL,3,JOPLJPR714-S,1,,0
JOPLJPR341-S,15,JOPLVSMRW5160-9XL,2,JOPLJPR752-XL,1,,0
JOPLJPR341-XL,4,JOPLJPR4005-M,1,JOPLVSM3851,1,,0
JOPLJPR341-XS,17,JOPLJPR5004-XS,3,JOPLVSRW4096-S,1,,0
JOPLJPR341-XXL,4,JOPLJPR7016-XXL,1,JOPLJPR320-S,1,,0
JOPLJPR342-L,2,JOPLJPR789-L,3,JOPLVSRW4088-10XL,2,,0
JOPLJPR342-S,3,JOPLJPR140-XL,1,JOPLDI1034,1,,0
JOPLJPR342-XL,6,JOPLJPR7015-XS,3,JOPLJPR69B-M,1,,0
JOPLJPR342-XS,21,JOPLJPR7015-L,5,JOPLVSRW1163-S,1,,0
JOPLJPR342-XXL,7,JOPLJPR789-M,1,JOPLVSRW5221-5XL,0,,0
JOPLJPR343-L,15,JOPLJPR7015-S,1,JOPLVSMRW4284-XL,0,,0
JOPLJPR343-M,37,JOPLJPR7015-M,5,JOPLVSMRW5156-M,0,,0
JOPLJPR343-S,34,JOPLJPR7015-XL,11,JOPLVSM4119,0,,0
JOPLJPR343-XL,15,JOPLJPR140-L,1,JOPLJPR718-L,0,,0
JOPLJPR343-XS,28,JOPLVL212-L,1,JOPLJPR778-XL,0,,0
JOPLJPR343-XXL,27,JOPLJPR711-L,1,JOPLVSRW4184-3XL,1,,0
JOPLJPR344-L,28,JOPLST272-L,1,JOPLVSRW1163-L,2,,0
JOPLJPR344-M,41,JOPLJPR762-M,1,,0,,0
JOPLJPR344-S,36,JOPLVSMRW4281-7XL,2,,0,,0
JOPLJPR344-XL,26,JOPLVSMRW5156-9XL,1,,0,,0
JOPLJPR344-XS,35,JOPLVSRW4082-10XL,2,,0,,0
JOPLJPR345-L,1,JOPLVSMRW4250-L,4,,0,,0
JOPLJPR345-M,13,JOPLVSMRW3988-XL,1,,0,,0
JOPLJPR345-S,23,JOPLJPR773-S,1,,0,,0
JOPLJPR345-XS,36,JOPLJPR773-XL,2,,0,,0
JOPLJPR345-XXL,6,JOPLJPR773-XXL,6,,0,,0
JOPLJPR346-S,4,JOPLJPR773-XS,1,,0,,0
JOPLJPR346-XS,25,JOPLJPR138-XL,1,,0,,0
JOPLJPR346-XXL,4,JOPLVSRW4002-XXL,1,,0,,0
JOPLJPR347-L,2,JOPLVSRW4005-XXL,1,,0,,0
JOPLJPR347-M,33,JOPLVSMRW5156-5XL,1,,0,,0
JOPLJPR347-S,26,JOPLVSRW4096-S,1,,0,,0
JOPLJPR347-XL,32,JOPLVSRW4002-XL,18,,0,,0
JOPLJPR347-XS,38,JOPLLTRW2015-9XL,2,,0,,0
JOPLJPR347-XXL,35,JOPLVSRW1167-10XL,1,,0,,0
JOPLJPR348-L,19,JOPLVSRW1167-7XL,2,,0,,0
JOPLJPR348-M,38,JOPLLTRW2015-XL,2,,0,,0
JOPLJPR348-S,1,JOPLLTRW2015-S,16,,0,,0
JOPLJPR348-XL,22,JOPLPDPRW1006-L,2,,0,,0
JOPLJPR348-XS,46,JOPLLTRW2017-S,4,,0,,0
JOPLJPR348-XXL,15,JOPLVSMRW4250-7XL,2,,0,,0
JOPLJPR349-L,2,JOPLVSMRW4250-6XL,3,,0,,0
JOPLJPR349-M,4,JOPLPDPRW1006-5XL,2,,0,,0
JOPLJPR349-S,25,JOPLPDPRW1006-XL,4,,0,,0
JOPLJPR349-XL,5,JOPLVSRW4147-3XL,5,,0,,0
JOPLJPR349-XS,30,JOPLVSRW4005-7XL,6,,0,,0
JOPLJPR350-L,3,JOPLVSRW1167-M,2,,0,,0
JOPLJPR350-M,1,JOPLLTRW2017-8XL,1,,0,,0
JOPLJPR350-S,14,JOPLVSRW4147-S,18,,0,,0
JOPLJPR350-XL,14,JOPLJPR750-L,1,,0,,0
JOPLJPR350-XS,29,JOPLJPR350-S,21,,0,,0
JOPLJPR350-XXL,16,JOPLJPR350-M,2,,0,,0
JOPLJPR351-L,8,JOPLJPR5002-S,3,,0,,0
JOPLJPR351-M,2,JOPLJPR868-S,1,,0,,0
JOPLJPR351-S,40,JOPLJPR5002-XS,1,,0,,0
JOPLJPR351-XL,1,JOPLJPR517-S,1,,0,,0
JOPLJPR351-XS,42,JOPLJPR344-L,1,,0,,0
JOPLJPR351-XXL,17,JOPLJPR344-S,4,,0,,0
JOPLJPR352-L,35,JOPLJPR2008-M,3,,0,,0
JOPLJPR352-M,38,JOPLJPR2008-XXL,1,,0,,0
JOPLJPR352-S,36,JOPLJPR780-XXL,1,,0,,0
JOPLJPR352-XL,25,JOPLVSRW5215-10XL,1,,0,,0
JOPLJPR352-XS,41,JOPLVSRW5213-XXL,12,,0,,0
JOPLJPR353-XL,3,JOPLVSRW5213-S,2,,0,,0
JOPLJPR353-XS,21,JOPLJPR319-XS,2,,0,,0
JOPLJPR354-XL,1,JOPLVSRW5220-S,1,,0,,0
JOPLJPR358-S,4,JOPLJPR519-S,1,,0,,0
JOPLJPR358-XL,1,JOPLJPR2009-XS,1,,0,,0
JOPLJPR358-XS,13,JOPLJPR790-M,2,,0,,0
JOPLJPR358-XXL,1,JOPLJPR2009-XXL,1,,0,,0
JOPLJPR4001-3XL,26,JOPLCS110-XL,1,,0,,0
JOPLJPR4001-L,22,JOPLJPR313-XL,1,,0,,0
JOPLJPR4001-M,13,JOPLJPR313-XXL,1,,0,,0
JOPLJPR4001-S,9,JOPLJPR312-XXL,2,,0,,0
JOPLJPR4001-XL,29,JOPLVSRW5218-XL,5,,0,,0
JOPLJPR4001-XXL,29,JOPLVSRW5172-XL,4,,0,,0
JOPLJPR4002-3XL,24,JOPLVSRW5212-S,4,,0,,0
JOPLJPR4002-L,13,JOPLVSRW5172-L,10,,0,,0
JOPLJPR4002-M,14,JOPLVSRW4288-L,3,,0,,0
JOPLJPR4002-S,42,JOPLVSRW5211-L,2,,0,,0
JOPLJPR4002-XL,9,,0,,0,,0
JOPLJPR4002-XXL,12,,0,,0,,0
JOPLJPR4003-3XL,4,,0,,0,,0
JOPLJPR4003-L,3,,0,,0,,0
JOPLJPR4003-M,5,,0,,0,,0
JOPLJPR4003-S,6,,0,,0,,0
JOPLJPR4003-XL,4,,0,,0,,0
JOPLJPR4003-XXL,19,,0,,0,,0
JOPLJPR4004-3XL,14,,0,,0,,0
JOPLJPR4004-L,14,,0,,0,,0
JOPLJPR4004-M,12,,0,,0,,0
JOPLJPR4004-S,7,,0,,0,,0
JOPLJPR4004-XL,11,,0,,0,,0
JOPLJPR4004-XXL,21,,0,,0,,0
JOPLJPR4005-3XL,24,,0,,0,,0
JOPLJPR4005-L,21,,0,,0,,0
JOPLJPR4005-M,14,,0,,0,,0
JOPLJPR4005-S,19,,0,,0,,0
JOPLJPR4005-XL,14,,0,,0,,0
JOPLJPR4005-XXL,23,,0,,0,,0
JOPLJPR4006-3XL,21,,0,,0,,0
JOPLJPR4006-L,36,,0,,0,,0
JOPLJPR4006-M,27,,0,,0,,0
JOPLJPR4006-S,34,,0,,0,,0
JOPLJPR4006-XL,39,,0,,0,,0
JOPLJPR4006-XXL,34,,0,,0,,0
JOPLJPR4007-3XL,22,,0,,0,,0
JOPLJPR4007-L,25,,0,,0,,0
JOPLJPR4007-M,35,,0,,0,,0
JOPLJPR4007-S,29,,0,,0,,0
JOPLJPR4007-XL,48,,0,,0,,0
JOPLJPR4007-XXL,25,,0,,0,,0
JOPLJPR4008-3XL,36,,0,,0,,0
JOPLJPR4008-L,29,,0,,0,,0
JOPLJPR4008-M,22,,0,,0,,0
JOPLJPR4008-S,28,,0,,0,,0
JOPLJPR4008-XL,30,,0,,0,,0
JOPLJPR4008-XXL,32,,0,,0,,0
JOPLJPR4009-3XL,31,,0,,0,,0
JOPLJPR4009-L,24,,0,,0,,0
JOPLJPR4009-M,32,,0,,0,,0
JOPLJPR4009-S,44,,0,,0,,0
JOPLJPR4009-XL,30,,0,,0,,0
JOPLJPR4009-XXL,28,,0,,0,,0
JOPLJPR4010-3XL,23,,0,,0,,0
JOPLJPR4010-L,33,,0,,0,,0
JOPLJPR4010-M,16,,0,,0,,0
JOPLJPR4010-S,39,,0,,0,,0
JOPLJPR4010-XL,16,,0,,0,,0
JOPLJPR4010-XXL,23,,0,,0,,0
JOPLJPR4011-3XL,54,,0,,0,,0
JOPLJPR4011-L,40,,0,,0,,0
JOPLJPR4011-M,43,,0,,0,,0
JOPLJPR4011-S,58,,0,,0,,0
JOPLJPR4011-XL,56,,0,,0,,0
JOPLJPR4011-XXL,72,,0,,0,,0
JOPLJPR4012-3XL,42,,0,,0,,0
JOPLJPR4012-L,44,,0,,0,,0
JOPLJPR4012-M,41,,0,,0,,0
JOPLJPR4012-S,33,,0,,0,,0
JOPLJPR4012-XL,39,,0,,0,,0
JOPLJPR4012-XXL,46,,0,,0,,0
JOPLJPR4013-3XL,23,,0,,0,,0
JOPLJPR4013-L,47,,0,,0,,0
JOPLJPR4013-M,34,,0,,0,,0
JOPLJPR4013-S,73,,0,,0,,0
JOPLJPR4013-XL,32,,0,,0,,0
JOPLJPR4013-XXL,26,,0,,0,,0
JOPLJPR4015-3XL,17,,0,,0,,0
JOPLJPR4015-L,18,,0,,0,,0
JOPLJPR4015-M,36,,0,,0,,0
JOPLJPR4015-S,18,,0,,0,,0
JOPLJPR4015-XL,13,,0,,0,,0
JOPLJPR4015-XXL,17,,0,,0,,0
JOPLJPR4016-3XL,4,,0,,0,,0
JOPLJPR4016-M,2,,0,,0,,0
JOPLJPR4016-S,10,,0,,0,,0
JOPLJPR4016-XXL,19,,0,,0,,0
JOPLJPR4018-3XL,43,,0,,0,,0
JOPLJPR4018-L,44,,0,,0,,0
JOPLJPR4018-M,35,,0,,0,,0
JOPLJPR4018-S,44,,0,,0,,0
JOPLJPR4018-XL,41,,0,,0,,0
JOPLJPR4018-XXL,37,,0,,0,,0
JOPLJPR4019-3XL,10,,0,,0,,0
JOPLJPR4019-M,2,,0,,0,,0
JOPLJPR4019-S,22,,0,,0,,0
JOPLJPR4019-XL,1,,0,,0,,0
JOPLJPR4019-XXL,10,,0,,0,,0
JOPLJPR4020-M,12,,0,,0,,0
JOPLJPR4020-S,76,,0,,0,,0
JOPLJPR4020-XL,1,,0,,0,,0
JOPLJPR4021-3XL,5,,0,,0,,0
JOPLJPR4021-M,1,,0,,0,,0
JOPLJPR4021-XXL,2,,0,,0,,0
JOPLJPR4022-3XL,35,,0,,0,,0
JOPLJPR4022-L,35,,0,,0,,0
JOPLJPR4022-M,44,,0,,0,,0
JOPLJPR4022-S,46,,0,,0,,0
JOPLJPR4022-XL,33,,0,,0,,0
JOPLJPR4022-XXL,31,,0,,0,,0
JOPLJPR4023-M,1,,0,,0,,0
JOPLJPR4023-S,8,,0,,0,,0
JOPLJPR4023-XL,2,,0,,0,,0
JOPLJPR4024-M,1,,0,,0,,0
JOPLJPR4024-XXL,2,,0,,0,,0
JOPLJPR4025-3XL,5,,0,,0,,0
JOPLJPR4025-S,32,,0,,0,,0
JOPLJPR4025-XL,17,,0,,0,,0
JOPLJPR4025-XXL,16,,0,,0,,0
JOPLJPR4026-M,6,,0,,0,,0
JOPLJPR4026-S,17,,0,,0,,0
JOPLJPR4027-3XL,21,,0,,0,,0
JOPLJPR4027-L,13,,0,,0,,0
JOPLJPR4027-M,11,,0,,0,,0
JOPLJPR4027-XL,2,,0,,0,,0
JOPLJPR4027-XXL,18,,0,,0,,0
JOPLJPR4030-3XL,8,,0,,0,,0
JOPLJPR4030-S,22,,0,,0,,0
JOPLJPR4030-XXL,7,,0,,0,,0
JOPLJPR4031-M,1,,0,,0,,0
JOPLJPR4031-S,1,,0,,0,,0
JOPLJPR4031-XXL,1,,0,,0,,0
JOPLJPR4032-S,1,,0,,0,,0
JOPLJPR4033-S,4,,0,,0,,0
JOPLJPR4033-XL,1,,0,,0,,0
JOPLJPR4033-XXL,2,,0,,0,,0
JOPLJPR4034-M,1,,0,,0,,0
JOPLJPR4035-3XL,8,,0,,0,,0
JOPLJPR4035-L,1,,0,,0,,0
JOPLJPR4035-M,18,,0,,0,,0
JOPLJPR4035-S,9,,0,,0,,0
JOPLJPR4035-XL,3,,0,,0,,0
JOPLJPR4035-XXL,11,,0,,0,,0
JOPLJPR4036-3XL,2,,0,,0,,0
JOPLJPR4036-M,1,,0,,0,,0
JOPLJPR4036-XL,4,,0,,0,,0
JOPLJPR4039-S,1,,0,,0,,0
JOPLJPR4040-S,1,,0,,0,,0
JOPLJPR4041-3XL,1,,0,,0,,0
JOPLJPR4041-S,3,,0,,0,,0
JOPLJPR4041-XL,3,,0,,0,,0
JOPLJPR4041-XXL,13,,0,,0,,0
JOPLJPR4043-M,2,,0,,0,,0
JOPLJPR4049-S,2,,0,,0,,0
JOPLJPR4049-XL,3,,0,,0,,0
JOPLJPR4049-XXL,4,,0,,0,,0
JOPLJPR4050-XL,2,,0,,0,,0
JOPLJPR4051-XXL,3,,0,,0,,0
JOPLJPR4052-3XL,1,,0,,0,,0
JOPLJPR4052-L,2,,0,,0,,0
JOPLJPR4052-M,3,,0,,0,,0
JOPLJPR4052-S,26,,0,,0,,0
JOPLJPR4052-XL,3,,0,,0,,0
JOPLJPR4053-3XL,39,,0,,0,,0
JOPLJPR4053-L,17,,0,,0,,0
JOPLJPR4053-S,2,,0,,0,,0
JOPLJPR4053-XL,35,,0,,0,,0
JOPLJPR4053-XXL,55,,0,,0,,0
JOPLJPR4055-3XL,1,,0,,0,,0
JOPLJPR4056-XXL,6,,0,,0,,0
JOPLJPR43-5XL,25,,0,,0,,0
JOPLJPR43-6XL,54,,0,,0,,0
JOPLJPR43-L,129,,0,,0,,0
JOPLJPR43-M,188,,0,,0,,0
JOPLJPR43-S,35,,0,,0,,0
JOPLJPR43-XL,102,,0,,0,,0
JOPLJPR43-XXL,83,,0,,0,,0
JOPLJPR44-3XL,524,,0,,0,,0
JOPLJPR44-4XL,418,,0,,0,,0
JOPLJPR44-5XL,133,,0,,0,,0
JOPLJPR44-6XL,292,,0,,0,,0
JOPLJPR44-L,569,,0,,0,,0
JOPLJPR44-M,532,,0,,0,,0
JOPLJPR44-S,198,,0,,0,,0
JOPLJPR44-XL,655,,0,,0,,0
JOPLJPR44-XXL,479,,0,,0,,0
JOPLJPR5001-L,1,,0,,0,,0
JOPLJPR5001-M,13,,0,,0,,0
JOPLJPR5001-S,16,,0,,0,,0
JOPLJPR5001-XL,10,,0,,0,,0
JOPLJPR5001-XS,22,,0,,0,,0
JOPLJPR5001-XXL,18,,0,,0,,0
JOPLJPR5002-L,11,,0,,0,,0
JOPLJPR5002-M,12,,0,,0,,0
JOPLJPR5002-S,24,,0,,0,,0
JOPLJPR5002-XL,19,,0,,0,,0
JOPLJPR5002-XS,11,,0,,0,,0
JOPLJPR5003-L,8,,0,,0,,0
JOPLJPR5003-M,5,,0,,0,,0
JOPLJPR5003-S,18,,0,,0,,0
JOPLJPR5003-XL,1,,0,,0,,0
JOPLJPR5003-XS,29,,0,,0,,0
JOPLJPR5003-XXL,9,,0,,0,,0
JOPLJPR5004-L,8,,0,,0,,0
JOPLJPR5004-M,1,,0,,0,,0
JOPLJPR5004-XL,1,,0,,0,,0
JOPLJPR5004-XS,1,,0,,0,,0
JOPLJPR5006-L,11,,0,,0,,0
JOPLJPR5006-M,18,,0,,0,,0
JOPLJPR5006-S,14,,0,,0,,0
JOPLJPR5006-XL,21,,0,,0,,0
JOPLJPR5006-XS,21,,0,,0,,0
JOPLJPR5006-XXL,22,,0,,0,,0
JOPLJPR5007-M,1,,0,,0,,0
JOPLJPR5007-S,11,,0,,0,,0
JOPLJPR5007-XL,4,,0,,0,,0
JOPLJPR5007-XS,2,,0,,0,,0
JOPLJPR5007-XXL,2,,0,,0,,0
JOPLJPR503-XXL,7,,0,,0,,0
JOPLJPR508-S,1,,0,,0,,0
JOPLJPR509-M,4,,0,,0,,0
JOPLJPR509-S,7,,0,,0,,0
JOPLJPR509-XXL,1,,0,,0,,0
JOPLJPR513-L,100,,0,,0,,0
JOPLJPR513-M,71,,0,,0,,0
JOPLJPR513-S,56,,0,,0,,0
JOPLJPR513-XL,88,,0,,0,,0
JOPLJPR513-XXL,55,,0,,0,,0
JOPLJPR514-S,2,,0,,0,,0
JOPLJPR514-XL,1,,0,,0,,0
JOPLJPR515-L,9,,0,,0,,0
JOPLJPR515-S,88,,0,,0,,0
JOPLJPR515-XL,8,,0,,0,,0
JOPLJPR515-XXL,7,,0,,0,,0
JOPLJPR516-S,5,,0,,0,,0
JOPLJPR516-XL,3,,0,,0,,0
JOPLJPR517-L,1,,0,,0,,0
JOPLJPR517-S,8,,0,,0,,0
JOPLJPR518-L,84,,0,,0,,0
JOPLJPR518-M,89,,0,,0,,0
JOPLJPR518-S,27,,0,,0,,0
JOPLJPR518-XL,62,,0,,0,,0
JOPLJPR518-XXL,94,,0,,0,,0
JOPLJPR520-M,21,,0,,0,,0
JOPLJPR520-S,7,,0,,0,,0
JOPLJPR520-XL,3,,0,,0,,0
JOPLJPR521-L,3,,0,,0,,0
JOPLJPR521-M,1,,0,,0,,0
JOPLJPR521-XL,5,,0,,0,,0
JOPLJPR521-XXL,2,,0,,0,,0
JOPLJPR522-L,2,,0,,0,,0
JOPLJPR523-M,4,,0,,0,,0
JOPLJPR523-S,2,,0,,0,,0
JOPLJPR57-M,4,,0,,0,,0
JOPLJPR58-L,3,,0,,0,,0
JOPLJPR58-S,9,,0,,0,,0
JOPLJPR601-XL,9,,0,,0,,0
JOPLJPR601-XXL,2,,0,,0,,0
JOPLJPR603-S,2,,0,,0,,0
JOPLJPR604-M,1,,0,,0,,0
JOPLJPR61-3XL,1,,0,,0,,0
JOPLJPR61-M,1,,0,,0,,0
