uni,uni_stock,fba,fba_stock,fbf,fbf_stock,sjit,sjit_stock
JOPLJPR61-XXL,2,,0,,0,,0
JOPLJPR68A-3XL,1,,0,,0,,0
JOPLJPR68A-5XL,20,,0,,0,,0
JOPLJPR68A-6XL,55,,0,,0,,0
JOPLJPR68A-L,2,,0,,0,,0
JOPLJPR68A-S,30,,0,,0,,0
JOPLJPR68A-XL,1,,0,,0,,0
JOPLJPR68B-5XL,72,,0,,0,,0
JOPLJPR68B-6XL,77,,0,,0,,0
JOPLJPR68B-S,1,,0,,0,,0
JOPLJPR68C-3XL,16,,0,,0,,0
JOPLJPR68C-4XL,7,,0,,0,,0
JOPLJPR68C-5XL,65,,0,,0,,0
JOPLJPR68C-6XL,43,,0,,0,,0
JOPLJPR68C-M,10,,0,,0,,0
JOPLJPR68C-S,75,,0,,0,,0
JOPLJPR68C-XL,15,,0,,0,,0
JOPLJPR68D-3XL,1,,0,,0,,0
JOPLJPR68D-5XL,1,,0,,0,,0
JOPLJPR68D-S,2,,0,,0,,0
JOPLJPR68D-XL,2,,0,,0,,0
JOPLJPR69A-3XL,9,,0,,0,,0
JOPLJPR69A-5XL,40,,0,,0,,0
JOPLJPR69A-6XL,23,,0,,0,,0
JOPLJPR69A-M,33,,0,,0,,0
JOPLJPR69A-S,46,,0,,0,,0
JOPLJPR69A-XL,4,,0,,0,,0
JOPLJPR69B-L,17,,0,,0,,0
JOPLJPR69B-M,38,,0,,0,,0
JOPLJPR69B-S,90,,0,,0,,0
JOPLJPR69B-XL,9,,0,,0,,0
JOPLJPR69B-XXL,5,,0,,0,,0
JOPLJPR69C-L,10,,0,,0,,0
JOPLJPR69C-M,19,,0,,0,,0
JOPLJPR69C-S,27,,0,,0,,0
JOPLJPR69C-XL,1,,0,,0,,0
JOPLJPR69C-XXL,3,,0,,0,,0
JOPLJPR69D-5XL,9,,0,,0,,0
JOPLJPR69D-6XL,9,,0,,0,,0
JOPLJPR69D-L,1,,0,,0,,0
JOPLJPR69D-M,72,,0,,0,,0
JOPLJPR69D-S,39,,0,,0,,0
JOPLJPR69D-XL,5,,0,,0,,0
JOPLJPR7001-XL,1,,0,,0,,0
JOPLJPR7001-XS,2,,0,,0,,0
JOPLJPR7002-L,1,,0,,0,,0
JOPLJPR7003-XL,2,,0,,0,,0
JOPLJPR7004-L,23,,0,,0,,0
JOPLJPR7004-M,45,,0,,0,,0
JOPLJPR7004-S,50,,0,,0,,0
JOPLJPR7004-XL,36,,0,,0,,0
JOPLJPR7004-XS,41,,0,,0,,0
JOPLJPR7004-XXL,51,,0,,0,,0
JOPLJPR7006-L,70,,0,,0,,0
JOPLJPR7006-M,1,,0,,0,,0
JOPLJPR7006-S,105,,0,,0,,0
JOPLJPR7006-XL,27,,0,,0,,0
JOPLJPR7006-XXL,9,,0,,0,,0
JOPLJPR7007-L,2,,0,,0,,0
JOPLJPR7007-M,3,,0,,0,,0
JOPLJPR7007-XL,14,,0,,0,,0
JOPLJPR7007-XS,24,,0,,0,,0
JOPLJPR7007-XXL,11,,0,,0,,0
JOPLJPR7012-L,19,,0,,0,,0
JOPLJPR7012-M,12,,0,,0,,0
JOPLJPR7012-S,17,,0,,0,,0
JOPLJPR7012-XL,30,,0,,0,,0
JOPLJPR7012-XS,35,,0,,0,,0
JOPLJPR7012-XXL,35,,0,,0,,0
JOPLJPR7013-L,2,,0,,0,,0
JOPLJPR7013-M,1,,0,,0,,0
JOPLJPR7013-S,6,,0,,0,,0
JOPLJPR7013-XL,14,,0,,0,,0
JOPLJPR7013-XS,4,,0,,0,,0
JOPLJPR7013-XXL,20,,0,,0,,0
JOPLJPR7014-XXL,7,,0,,0,,0
JOPLJPR7015-L,59,,0,,0,,0
JOPLJPR7015-M,21,,0,,0,,0
JOPLJPR7015-S,34,,0,,0,,0
JOPLJPR7015-XL,63,,0,,0,,0
JOPLJPR7015-XS,62,,0,,0,,0
JOPLJPR7015-XXL,81,,0,,0,,0
JOPLJPR7016-M,1,,0,,0,,0
JOPLJPR7016-S,44,,0,,0,,0
JOPLJPR7016-XL,2,,0,,0,,0
JOPLJPR7016-XS,50,,0,,0,,0
JOPLJPR7016-XXL,14,,0,,0,,0
JOPLJPR7017-L,73,,0,,0,,0
JOPLJPR7017-M,69,,0,,0,,0
JOPLJPR7017-S,80,,0,,0,,0
JOPLJPR7017-XL,90,,0,,0,,0
JOPLJPR7017-XS,58,,0,,0,,0
JOPLJPR7017-XXL,78,,0,,0,,0
JOPLJPR7018-L,83,,0,,0,,0
JOPLJPR7018-M,78,,0,,0,,0
JOPLJPR7018-S,29,,0,,0,,0
JOPLJPR7018-XL,79,,0,,0,,0
JOPLJPR7018-XS,94,,0,,0,,0
JOPLJPR7018-XXL,83,,0,,0,,0
JOPLJPR7019-L,86,,0,,0,,0
JOPLJPR7019-M,65,,0,,0,,0
JOPLJPR7019-S,50,,0,,0,,0
JOPLJPR7019-XL,93,,0,,0,,0
JOPLJPR7019-XS,109,,0,,0,,0
JOPLJPR7019-XXL,79,,0,,0,,0
JOPLJPR7020-L,10,,0,,0,,0
JOPLJPR7020-S,5,,0,,0,,0
JOPLJPR7020-XS,41,,0,,0,,0
JOPLJPR7020-XXL,10,,0,,0,,0
JOPLJPR7021-L,25,,0,,0,,0
JOPLJPR7021-M,3,,0,,0,,0
JOPLJPR7021-S,52,,0,,0,,0
JOPLJPR7021-XL,56,,0,,0,,0
JOPLJPR7021-XS,51,,0,,0,,0
JOPLJPR7021-XXL,86,,0,,0,,0
JOPLJPR7022-L,69,,0,,0,,0
JOPLJPR7022-M,70,,0,,0,,0
JOPLJPR7022-S,86,,0,,0,,0
JOPLJPR7022-XL,74,,0,,0,,0
JOPLJPR7022-XS,68,,0,,0,,0
JOPLJPR7022-XXL,60,,0,,0,,0
JOPLJPR7023-XL,6,,0,,0,,0
JOPLJPR7023-XXL,14,,0,,0,,0
JOPLJPR702-L,1,,0,,0,,0
JOPLJPR702-XL,1,,0,,0,,0
JOPLJPR703-3XL,25,,0,,0,,0
JOPLJPR7036-L,4,,0,,0,,0
JOPLJPR7036-M,1,,0,,0,,0
JOPLJPR7036-S,9,,0,,0,,0
JOPLJPR7036-XL,13,,0,,0,,0
JOPLJPR7036-XS,16,,0,,0,,0
JOPLJPR7036-XXL,16,,0,,0,,0
JOPLJPR7037-L,1,,0,,0,,0
JOPLJPR7037-S,18,,0,,0,,0
JOPLJPR7037-XL,17,,0,,0,,0
JOPLJPR7037-XS,21,,0,,0,,0
JOPLJPR7037-XXL,16,,0,,0,,0
JOPLJPR7038-L,14,,0,,0,,0
JOPLJPR7038-M,19,,0,,0,,0
JOPLJPR7038-S,33,,0,,0,,0
JOPLJPR7038-XL,20,,0,,0,,0
JOPLJPR7038-XS,25,,0,,0,,0
JOPLJPR7038-XXL,27,,0,,0,,0
JOPLJPR7039-L,1,,0,,0,,0
JOPLJPR7039-XL,2,,0,,0,,0
JOPLJPR7039-XXL,4,,0,,0,,0
JOPLJPR703-L,20,,0,,0,,0
JOPLJPR703-M,7,,0,,0,,0
JOPLJPR703-S,5,,0,,0,,0
JOPLJPR703-XL,2,,0,,0,,0
JOPLJPR703-XS,4,,0,,0,,0
JOPLJPR703-XXL,19,,0,,0,,0
JOPLJPR7040-XXL,9,,0,,0,,0
JOPLJPR7041-S,1,,0,,0,,0
JOPLJPR7041-XL,2,,0,,0,,0
JOPLJPR7041-XS,2,,0,,0,,0
JOPLJPR7041-XXL,1,,0,,0,,0
JOPLJPR7042-L,5,,0,,0,,0
JOPLJPR7042-M,6,,0,,0,,0
JOPLJPR7042-S,2,,0,,0,,0
JOPLJPR7042-XL,9,,0,,0,,0
JOPLJPR7042-XS,10,,0,,0,,0
JOPLJPR7042-XXL,3,,0,,0,,0
JOPLJPR7043-XL,2,,0,,0,,0
JOPLJPR7043-XXL,1,,0,,0,,0
JOPLJPR705-L,10,,0,,0,,0
JOPLJPR705-M,22,,0,,0,,0
JOPLJPR705-S,36,,0,,0,,0
JOPLJPR705-XL,25,,0,,0,,0
JOPLJPR705-XS,28,,0,,0,,0
JOPLJPR705-XXL,20,,0,,0,,0
JOPLJPR706-3XL,31,,0,,0,,0
JOPLJPR706-4XL,1,,0,,0,,0
JOPLJPR706-L,755,,0,,0,,0
JOPLJPR706-M,499,,0,,0,,0
JOPLJPR706-S,467,,0,,0,,0
JOPLJPR706-XL,441,,0,,0,,0
JOPLJPR706-XS,161,,0,,0,,0
JOPLJPR706-XXL,283,,0,,0,,0
JOPLJPR707-L,18,,0,,0,,0
JOPLJPR707-S,57,,0,,0,,0
JOPLJPR707-XS,21,,0,,0,,0
JOPLJPR707-XXL,40,,0,,0,,0
JOPLJPR708-L,69,,0,,0,,0
JOPLJPR708-M,31,,0,,0,,0
JOPLJPR708-S,59,,0,,0,,0
JOPLJPR708-XL,66,,0,,0,,0
JOPLJPR708-XS,104,,0,,0,,0
JOPLJPR708-XXL,94,,0,,0,,0
JOPLJPR709-L,99,,0,,0,,0
JOPLJPR709-M,84,,0,,0,,0
JOPLJPR709-S,135,,0,,0,,0
JOPLJPR709-XL,118,,0,,0,,0
JOPLJPR709-XS,114,,0,,0,,0
JOPLJPR709-XXL,112,,0,,0,,0
JOPLJPR711-L,108,,0,,0,,0
JOPLJPR711-M,130,,0,,0,,0
JOPLJPR711-S,157,,0,,0,,0
JOPLJPR711-XL,95,,0,,0,,0
JOPLJPR711-XS,134,,0,,0,,0
JOPLJPR711-XXL,88,,0,,0,,0
JOPLJPR712-S,5,,0,,0,,0
JOPLJPR712-XL,7,,0,,0,,0
JOPLJPR712-XS,31,,0,,0,,0
JOPLJPR713-L,52,,0,,0,,0
JOPLJPR713-M,30,,0,,0,,0
JOPLJPR713-XL,3,,0,,0,,0
JOPLJPR713-XS,20,,0,,0,,0
JOPLJPR713-XXL,45,,0,,0,,0
JOPLJPR714-L,291,,0,,0,,0
JOPLJPR714-M,365,,0,,0,,0
JOPLJPR714-S,232,,0,,0,,0
JOPLJPR714-XL,401,,0,,0,,0
JOPLJPR714-XS,187,,0,,0,,0
JOPLJPR714-XXL,213,,0,,0,,0
JOPLJPR715-XL,2,,0,,0,,0
JOPLJPR716-L,8,,0,,0,,0
JOPLJPR716-S,47,,0,,0,,0
JOPLJPR716-XL,21,,0,,0,,0
JOPLJPR716-XS,32,,0,,0,,0
JOPLJPR716-XXL,31,,0,,0,,0
JOPLJPR718-L,65,,0,,0,,0
JOPLJPR718-M,72,,0,,0,,0
JOPLJPR718-S,97,,0,,0,,0
JOPLJPR718-XL,40,,0,,0,,0
JOPLJPR718-XXL,35,,0,,0,,0
JOPLJPR719-XXL,3,,0,,0,,0
JOPLJPR722-M,1,,0,,0,,0
JOPLJPR722-S,1,,0,,0,,0
JOPLJPR722-XS,22,,0,,0,,0
JOPLJPR722-XXL,21,,0,,0,,0
JOPLJPR723-M,3,,0,,0,,0
JOPLJPR724-XS,1,,0,,0,,0
JOPLJPR725-XL,2,,0,,0,,0
JOPLJPR725-XS,14,,0,,0,,0
JOPLJPR726-L,14,,0,,0,,0
JOPLJPR726-M,36,,0,,0,,0
JOPLJPR726-S,12,,0,,0,,0
JOPLJPR727-S,1,,0,,0,,0
JOPLJPR727-XS,27,,0,,0,,0
JOPLJPR728-S,1,,0,,0,,0
JOPLJPR728-XS,13,,0,,0,,0
JOPLJPR729-XL,2,,0,,0,,0
JOPLJPR730-M,1,,0,,0,,0
JOPLJPR730-S,29,,0,,0,,0
JOPLJPR730-XS,73,,0,,0,,0
JOPLJPR730-XXL,5,,0,,0,,0
JOPLJPR733-L,20,,0,,0,,0
JOPLJPR733-M,25,,0,,0,,0
JOPLJPR733-S,24,,0,,0,,0
JOPLJPR733-XL,27,,0,,0,,0
JOPLJPR733-XS,21,,0,,0,,0
JOPLJPR733-XXL,32,,0,,0,,0
JOPLJPR734-S,1,,0,,0,,0
JOPLJPR734-XL,17,,0,,0,,0
JOPLJPR734-XXL,68,,0,,0,,0
JOPLJPR735-L,29,,0,,0,,0
JOPLJPR735-M,7,,0,,0,,0
JOPLJPR735-S,40,,0,,0,,0
JOPLJPR735-XL,41,,0,,0,,0
JOPLJPR735-XS,34,,0,,0,,0
JOPLJPR735-XXL,12,,0,,0,,0
JOPLJPR737-L,15,,0,,0,,0
JOPLJPR737-M,25,,0,,0,,0
JOPLJPR737-S,32,,0,,0,,0
JOPLJPR737-XL,6,,0,,0,,0
JOPLJPR737-XS,33,,0,,0,,0
JOPLJPR737-XXL,46,,0,,0,,0
JOPLJPR738-L,11,,0,,0,,0
JOPLJPR738-M,2,,0,,0,,0
JOPLJPR738-S,42,,0,,0,,0
JOPLJPR738-XL,3,,0,,0,,0
JOPLJPR738-XS,23,,0,,0,,0
JOPLJPR739-L,334,,0,,0,,0
JOPLJPR739-M,225,,0,,0,,0
JOPLJPR739-S,288,,0,,0,,0
JOPLJPR739-XL,252,,0,,0,,0
JOPLJPR739-XS,284,,0,,0,,0
JOPLJPR739-XXL,243,,0,,0,,0
JOPLJPR740-L,49,,0,,0,,0
JOPLJPR740-S,3,,0,,0,,0
JOPLJPR740-XL,46,,0,,0,,0
JOPLJPR740-XS,25,,0,,0,,0
JOPLJPR740-XXL,21,,0,,0,,0
JOPLJPR741-L,61,,0,,0,,0
JOPLJPR741-M,11,,0,,0,,0
JOPLJPR741-S,154,,0,,0,,0
JOPLJPR741-XL,43,,0,,0,,0
JOPLJPR741-XS,89,,0,,0,,0
JOPLJPR741-XXL,56,,0,,0,,0
JOPLJPR742-XL,90,,0,,0,,0
JOPLJPR742-XXL,17,,0,,0,,0
JOPLJPR745-S,3,,0,,0,,0
JOPLJPR745-XL,4,,0,,0,,0
JOPLJPR745-XS,26,,0,,0,,0
JOPLJPR745-XXL,44,,0,,0,,0
JOPLJPR746-XL,4,,0,,0,,0
JOPLJPR746-XXL,2,,0,,0,,0
JOPLJPR747-L,1,,0,,0,,0
JOPLJPR747-M,2,,0,,0,,0
JOPLJPR747-XL,6,,0,,0,,0
JOPLJPR747-XXL,11,,0,,0,,0
JOPLJPR749-XS,2,,0,,0,,0
JOPLJPR749-XXL,1,,0,,0,,0
JOPLJPR750-L,107,,0,,0,,0
JOPLJPR750-M,71,,0,,0,,0
JOPLJPR750-S,80,,0,,0,,0
JOPLJPR750-XL,22,,0,,0,,0
JOPLJPR750-XS,75,,0,,0,,0
JOPLJPR750-XXL,34,,0,,0,,0
JOPLJPR751-L,73,,0,,0,,0
JOPLJPR751-M,106,,0,,0,,0
JOPLJPR751-S,54,,0,,0,,0
JOPLJPR751-XL,84,,0,,0,,0
JOPLJPR751-XS,31,,0,,0,,0
JOPLJPR751-XXL,35,,0,,0,,0
JOPLJPR752-L,7,,0,,0,,0
JOPLJPR752-M,31,,0,,0,,0
JOPLJPR752-S,17,,0,,0,,0
JOPLJPR752-XL,62,,0,,0,,0
JOPLJPR752-XS,23,,0,,0,,0
JOPLJPR752-XXL,33,,0,,0,,0
JOPLJPR753-L,17,,0,,0,,0
JOPLJPR753-M,46,,0,,0,,0
JOPLJPR753-S,44,,0,,0,,0
JOPLJPR753-XL,37,,0,,0,,0
JOPLJPR753-XS,47,,0,,0,,0
JOPLJPR753-XXL,47,,0,,0,,0
JOPLJPR755-L,18,,0,,0,,0
JOPLJPR755-S,10,,0,,0,,0
JOPLJPR755-XL,10,,0,,0,,0
JOPLJPR755-XS,18,,0,,0,,0
JOPLJPR755-XXL,20,,0,,0,,0
JOPLJPR757-L,80,,0,,0,,0
JOPLJPR757-M,65,,0,,0,,0
JOPLJPR757-S,64,,0,,0,,0
JOPLJPR757-XL,72,,0,,0,,0
JOPLJPR757-XS,61,,0,,0,,0
JOPLJPR757-XXL,79,,0,,0,,0
JOPLJPR758-L,1,,0,,0,,0
JOPLJPR758-S,1,,0,,0,,0
JOPLJPR758-XL,4,,0,,0,,0
JOPLJPR761-XXL,12,,0,,0,,0
JOPLJPR762-L,1,,0,,0,,0
JOPLJPR762-S,1,,0,,0,,0
JOPLJPR762-XL,4,,0,,0,,0
JOPLJPR762-XXL,20,,0,,0,,0
JOPLJPR763-S,128,,0,,0,,0
JOPLJPR763-XL,65,,0,,0,,0
JOPLJPR763-XS,14,,0,,0,,0
JOPLJPR763-XXL,46,,0,,0,,0
JOPLJPR764-S,5,,0,,0,,0
JOPLJPR764-XL,4,,0,,0,,0
JOPLJPR764-XS,15,,0,,0,,0
JOPLJPR764-XXL,16,,0,,0,,0
JOPLJPR765-L,67,,0,,0,,0
JOPLJPR765-M,33,,0,,0,,0
JOPLJPR765-S,53,,0,,0,,0
JOPLJPR765-XL,44,,0,,0,,0
JOPLJPR765-XS,50,,0,,0,,0
JOPLJPR765-XXL,41,,0,,0,,0
JOPLJPR767-M,2,,0,,0,,0
JOPLJPR767-XL,10,,0,,0,,0
JOPLJPR767-XXL,29,,0,,0,,0
JOPLJPR770-S,4,,0,,0,,0
JOPLJPR770-XXL,1,,0,,0,,0
JOPLJPR771-L,23,,0,,0,,0
JOPLJPR771-M,15,,0,,0,,0
JOPLJPR771-S,31,,0,,0,,0
JOPLJPR771-XL,30,,0,,0,,0
JOPLJPR771-XS,27,,0,,0,,0
JOPLJPR771-XXL,29,,0,,0,,0
JOPLJPR772-L,19,,0,,0,,0
JOPLJPR772-M,10,,0,,0,,0
JOPLJPR772-S,21,,0,,0,,0
JOPLJPR772-XL,21,,0,,0,,0
JOPLJPR772-XS,18,,0,,0,,0
JOPLJPR772-XXL,36,,0,,0,,0
JOPLJPR773-S,11,,0,,0,,0
JOPLJPR773-XL,62,,0,,0,,0
JOPLJPR773-XS,46,,0,,0,,0
JOPLJPR773-XXL,53,,0,,0,,0
JOPLJPR775-XS,8,,0,,0,,0
JOPLJPR775-XXL,4,,0,,0,,0
JOPLJPR778-L,59,,0,,0,,0
JOPLJPR778-M,8,,0,,0,,0
JOPLJPR778-S,70,,0,,0,,0
JOPLJPR778-XL,56,,0,,0,,0
JOPLJPR778-XS,96,,0,,0,,0
JOPLJPR778-XXL,81,,0,,0,,0
JOPLJPR779-L,18,,0,,0,,0
JOPLJPR779-S,12,,0,,0,,0
JOPLJPR779-XL,59,,0,,0,,0
JOPLJPR779-XXL,55,,0,,0,,0
JOPLJPR77-L,1,,0,,0,,0
JOPLJPR77-S,37,,0,,0,,0
JOPLJPR780-L,69,,0,,0,,0
JOPLJPR780-M,61,,0,,0,,0
JOPLJPR780-S,79,,0,,0,,0
JOPLJPR780-XL,76,,0,,0,,0
JOPLJPR780-XS,85,,0,,0,,0
JOPLJPR780-XXL,68,,0,,0,,0
JOPLJPR782-XS,2,,0,,0,,0
JOPLJPR783-L,9,,0,,0,,0
JOPLJPR783-M,3,,0,,0,,0
JOPLJPR783-S,8,,0,,0,,0
JOPLJPR783-XL,2,,0,,0,,0
JOPLJPR783-XS,21,,0,,0,,0
JOPLJPR783-XXL,16,,0,,0,,0
JOPLJPR784-S,14,,0,,0,,0
JOPLJPR784-XL,16,,0,,0,,0
JOPLJPR784-XS,25,,0,,0,,0
JOPLJPR784-XXL,25,,0,,0,,0
JOPLJPR785-XS,3,,0,,0,,0
JOPLJPR786-L,7,,0,,0,,0
JOPLJPR786-M,7,,0,,0,,0
JOPLJPR786-S,25,,0,,0,,0
JOPLJPR786-XL,62,,0,,0,,0
JOPLJPR786-XS,55,,0,,0,,0
JOPLJPR786-XXL,37,,0,,0,,0
JOPLJPR787-L,4,,0,,0,,0
JOPLJPR787-XL,14,,0,,0,,0
JOPLJPR787-XXL,29,,0,,0,,0
JOPLJPR788-L,39,,0,,0,,0
JOPLJPR788-M,54,,0,,0,,0
JOPLJPR788-S,68,,0,,0,,0
JOPLJPR788-XL,72,,0,,0,,0
JOPLJPR788-XS,80,,0,,0,,0
JOPLJPR788-XXL,27,,0,,0,,0
JOPLJPR789-L,17,,0,,0,,0
JOPLJPR789-M,27,,0,,0,,0
JOPLJPR789-S,48,,0,,0,,0
JOPLJPR789-XL,43,,0,,0,,0
JOPLJPR789-XS,82,,0,,0,,0
JOPLJPR789-XXL,44,,0,,0,,0
JOPLJPR790-L,22,,0,,0,,0
JOPLJPR790-M,15,,0,,0,,0
JOPLJPR790-S,31,,0,,0,,0
JOPLJPR790-XL,27,,0,,0,,0
JOPLJPR790-XS,37,,0,,0,,0
JOPLJPR790-XXL,37,,0,,0,,0
JOPLJPR791-XXL,4,,0,,0,,0
JOPLJPR792-S,1,,0,,0,,0
JOPLJPR792-XL,2,,0,,0,,0
JOPLJPR792-XXL,1,,0,,0,,0
JOPLJPR794-M,1,,0,,0,,0
JOPLJPR794-S,3,,0,,0,,0
JOPLJPR794-XXL,7,,0,,0,,0
JOPLJPR801-3XL,49,,0,,0,,0
JOPLJPR801-4XL,39,,0,,0,,0
JOPLJPR801-5XL,28,,0,,0,,0
JOPLJPR801-6XL,20,,0,,0,,0
JOPLJPR801-L,53,,0,,0,,0
JOPLJPR801-M,101,,0,,0,,0
JOPLJPR801-S,104,,0,,0,,0
JOPLJPR801-XL,83,,0,,0,,0
JOPLJPR801-XXL,67,,0,,0,,0
JOPLJPR807-3XL,7,,0,,0,,0
JOPLJPR807-4XL,7,,0,,0,,0
JOPLJPR807-L,3,,0,,0,,0
JOPLJPR807-M,3,,0,,0,,0
JOPLJPR812-M,2,,0,,0,,0
JOPLJPR813-L,1,,0,,0,,0
JOPLJPR818-M,1,,0,,0,,0
JOPLJPR820A-M,10,,0,,0,,0
JOPLJPR820-M,1,,0,,0,,0
JOPLJPR823-M,1,,0,,0,,0
JOPLJPR823-S,2,,0,,0,,0
JOPLJPR829-M,1,,0,,0,,0
JOPLJPR82B-S,3,,0,,0,,0
JOPLJPR830-L,4,,0,,0,,0
JOPLJPR830-M,2,,0,,0,,0
JOPLJPR830-XXL,7,,0,,0,,0
JOPLJPR831-M,1,,0,,0,,0
JOPLJPR83-3XL,148,,0,,0,,0
JOPLJPR83-4XL,23,,0,,0,,0
JOPLJPR835-L,2,,0,,0,,0
JOPLJPR835-S,2,,0,,0,,0
JOPLJPR83-5XL,36,,0,,0,,0
JOPLJPR83-6XL,22,,0,,0,,0
JOPLJPR83-L,60,,0,,0,,0
JOPLJPR83-M,145,,0,,0,,0
JOPLJPR83-S,68,,0,,0,,0
JOPLJPR83-XL,161,,0,,0,,0
JOPLJPR83-XXL,61,,0,,0,,0
JOPLJPR841-L,20,,0,,0,,0
JOPLJPR841-M,10,,0,,0,,0
JOPLJPR841-S,29,,0,,0,,0
JOPLJPR841-XL,54,,0,,0,,0
JOPLJPR841-XXL,56,,0,,0,,0
JOPLJPR842-L,38,,0,,0,,0
JOPLJPR842-M,24,,0,,0,,0
JOPLJPR842-XL,38,,0,,0,,0
JOPLJPR842-XXL,24,,0,,0,,0
JOPLJPR846-L,1,,0,,0,,0
JOPLJPR848-XL,1,,0,,0,,0
JOPLJPR849-L,42,,0,,0,,0
JOPLJPR849-M,49,,0,,0,,0
JOPLJPR849-S,27,,0,,0,,0
JOPLJPR849-XL,38,,0,,0,,0
JOPLJPR849-XXL,40,,0,,0,,0
JOPLJPR850-L,1,,0,,0,,0
JOPLJPR850-S,19,,0,,0,,0
JOPLJPR850-XL,2,,0,,0,,0
JOPLJPR851-3XL,6,,0,,0,,0
JOPLJPR851-M,1,,0,,0,,0
JOPLJPR851-S,2,,0,,0,,0
JOPLJPR851-XXL,25,,0,,0,,0
JOPLJPR852-M,3,,0,,0,,0
JOPLJPR852-S,16,,0,,0,,0
JOPLJPR852-XL,3,,0,,0,,0
JOPLJPR853-M,3,,0,,0,,0
JOPLJPR85-3XL,2,,0,,0,,0
JOPLJPR858-M,1,,0,,0,,0
JOPLJPR858-S,2,,0,,0,,0
JOPLJPR85-L,28,,0,,0,,0
JOPLJPR85-M,20,,0,,0,,0
JOPLJPR85-S,5,,0,,0,,0
JOPLJPR85-XXL,21,,0,,0,,0
JOPLJPR860-M,1,,0,,0,,0
JOPLJPR860-S,3,,0,,0,,0
JOPLJPR860-XL,1,,0,,0,,0
JOPLJPR864-L,2,,0,,0,,0
JOPLJPR864-S,1,,0,,0,,0
JOPLJPR865-L,15,,0,,0,,0
JOPLJPR865-M,15,,0,,0,,0
JOPLJPR865-S,7,,0,,0,,0
JOPLJPR865-XL,21,,0,,0,,0
JOPLJPR865-XXL,7,,0,,0,,0
JOPLJPR867-S,1,,0,,0,,0
JOPLJPR868-L,3,,0,,0,,0
JOPLJPR868-M,6,,0,,0,,0
JOPLJPR868-S,3,,0,,0,,0
JOPLJPR868-XL,1,,0,,0,,0
JOPLJPR868-XXL,8,,0,,0,,0
JOPLJPR869-L,41,,0,,0,,0
JOPLJPR869-M,39,,0,,0,,0
JOPLJPR869-S,40,,0,,0,,0
JOPLJPR869-XL,42,,0,,0,,0
JOPLJPR869-XXL,38,,0,,0,,0
JOPLJPR870-L,40,,0,,0,,0
JOPLJPR870-M,40,,0,,0,,0
JOPLJPR870-S,40,,0,,0,,0
JOPLJPR870-XL,35,,0,,0,,0
JOPLJPR870-XXL,45,,0,,0,,0
JOPLJPR89-3XL,92,,0,,0,,0
JOPLJPR89-4XL,69,,0,,0,,0
JOPLJPR89-5XL,27,,0,,0,,0
JOPLJPR89-6XL,27,,0,,0,,0
JOPLJPR89-L,100,,0,,0,,0
JOPLJPR89-M,121,,0,,0,,0
JOPLJPR89-S,86,,0,,0,,0
JOPLJPR89-XL,47,,0,,0,,0
JOPLJPR89-XXL,39,,0,,0,,0
JOPLJPR99-L,1,,0,,0,,0
JOPLJPR99-M,20,,0,,0,,0
JOPLJPR99-XL,18,,0,,0,,0
JOPLJPR99-XXL,14,,0,,0,,0
JOPLKS08-M,1,,0,,0,,0
JOPLLT2002,2,,0,,0,,0
JOPLLT2010,2,,0,,0,,0
JOPLLT2017,17,,0,,0,,0
JOPLLT2018,7,,0,,0,,0
JOPLLT7033,2,,0,,0,,0
JOPLLT7059,10,,0,,0,,0
JOPLLTRW2002-6XL,1,,0,,0,,0
JOPLLTRW2002-S,17,,0,,0,,0
JOPLLTRW2004-S,1,,0,,0,,0
JOPLLTRW2007-3XL,48,,0,,0,,0
JOPLLTRW2007-5XL,68,,0,,0,,0
JOPLLTRW2007-6XL,104,,0,,0,,0
JOPLLTRW2007-7XL,104,,0,,0,,0
JOPLLTRW2007-9XL,35,,0,,0,,0
JOPLLTRW2007-L,35,,0,,0,,0
JOPLLTRW2007-M,63,,0,,0,,0
JOPLLTRW2007-S,4,,0,,0,,0
JOPLLTRW2007-XL,107,,0,,0,,0
JOPLLTRW2007-XXL,224,,0,,0,,0
JOPLLTRW2013-M,1,,0,,0,,0
JOPLLTRW2015-10XL,125,,0,,0,,0
JOPLLTRW2015-3XL,18,,0,,0,,0
JOPLLTRW2015-6XL,7,,0,,0,,0
JOPLLTRW2015-7XL,16,,0,,0,,0
JOPLLTRW2015-8XL,79,,0,,0,,0
JOPLLTRW2015-9XL,1,,0,,0,,0
JOPLLTRW2015-L,51,,0,,0,,0
