uni,uni_stock,fba,fba_stock,fbf,fbf_stock,sjit,sjit_stock
JOPLLTRW2015-M,250,,0,,0,,0
JOPLLTRW2015-S,20,,0,,0,,0
JOPLLTRW2015-XL,8,,0,,0,,0
JOPLLTRW2015-XXL,117,,0,,0,,0
JOPLLTRW2016-10XL,5,,0,,0,,0
JOPLLTRW2016-3XL,1,,0,,0,,0
JOPLLTRW2016-4XL,16,,0,,0,,0
JOPLLTRW2016-9XL,2,,0,,0,,0
JOPLLTRW2016-M,11,,0,,0,,0
JOPLLTRW2016-S,4,,0,,0,,0
JOPLLTRW2016-XL,6,,0,,0,,0
JOPLLTRW2017-10XL,1,,0,,0,,0
JOPLLTRW2017-3XL,130,,0,,0,,0
JOPLLTRW2017-4XL,1,,0,,0,,0
JOPLLTRW2017-L,158,,0,,0,,0
JOPLLTRW2017-M,80,,0,,0,,0
JOPLLTRW2017-S,62,,0,,0,,0
JOPLLTRW2017-XL,132,,0,,0,,0
JOPLLTRW2017-XXL,4,,0,,0,,0
JOPLLTRW2018-L,11,,0,,0,,0
JOPLLTRW2018-M,5,,0,,0,,0
JOPLLTRW2018-XL,12,,0,,0,,0
JOPLLTRW2022-M,2,,0,,0,,0
JOPLLTRW2022-S,2,,0,,0,,0
JOPLLTRW2023-M,1,,0,,0,,0
JOPLLTRW2023-XXL,2,,0,,0,,0
JOPLLTRW2024-5XL,1,,0,,0,,0
JOPLLTRW2024-6XL,1,,0,,0,,0
JOPLLTRW2024-S,13,,0,,0,,0
JOPLLTRW2024-XL,2,,0,,0,,0
JOPLMF2223,79,,0,,0,,0
JOPLMF2228,2,,0,,0,,0
JOPLMF904,31,,0,,0,,0
JOPLMSF912,2,,0,,0,,0
JOPLMSFRTW1509A-M,1,,0,,0,,0
JOPLMSFRTW1509B1-XXL,1,,0,,0,,0
JOPLMSFRTW1509B-M,1,,0,,0,,0
JOPLMSFRTW1515-6XL,1,,0,,0,,0
JOPLMSFRTW1515i-5XL,1,,0,,0,,0
JOPLMSFRTW1515i-M,1,,0,,0,,0
JOPLMSFRTW1515i-XXL,1,,0,,0,,0
JOPLMSFRTW1515-M,2,,0,,0,,0
JOPLMSFRTW1515-S,13,,0,,0,,0
JOPLMSFRTW6003-L,1,,0,,0,,0
JOPLMSFRTW6006-S,1,,0,,0,,0
JOPLMSFRTW6012-M,1,,0,,0,,0
JOPLNS4029C,41,,0,,0,,0
JOPLNS4029E,49,,0,,0,,0
JOPLNS4066B,49,,0,,0,,0
JOPLNS4066C,20,,0,,0,,0
JOPLNS4066D,7,,0,,0,,0
JOPLNS4066E,36,,0,,0,,0
JOPLNS4066H,33,,0,,0,,0
JOPLNS4068,24,,0,,0,,0
JOPLPDP1006,255,,0,,0,,0
JOPLPDP1013,15,,0,,0,,0
JOPLPDP1028,25,,0,,0,,0
JOPLPDP1057,7,,0,,0,,0
JOPLPDP1058,237,,0,,0,,0
JOPLPDP1091,3,,0,,0,,0
JOPLPDPRW1006-3XL,31,,0,,0,,0
JOPLPDPRW1006-4XL,75,,0,,0,,0
JOPLPDPRW1006-5XL,43,,0,,0,,0
JOPLPDPRW1006-6XL,4,,0,,0,,0
JOPLPDPRW1006-8XL,3,,0,,0,,0
JOPLPDPRW1006-9XL,34,,0,,0,,0
JOPLPDPRW1006-L,53,,0,,0,,0
JOPLPDPRW1006-M,25,,0,,0,,0
JOPLPDPRW1006-S,50,,0,,0,,0
JOPLPDPRW1006-XL,39,,0,,0,,0
JOPLPDPRW1006-XXL,21,,0,,0,,0
JOPLPDPRW1058-5XL,3,,0,,0,,0
JOPLPDPRW1058-6XL,37,,0,,0,,0
JOPLPDPRW1058-9XL,1,,0,,0,,0
JOPLPDPRW1058-M,41,,0,,0,,0
JOPLPDPRW1058-S,491,,0,,0,,0
JOPLPDPRW1058-XXL,1,,0,,0,,0
JOPLRJN03-S,1,,0,,0,,0
JOPLRJN04-M,4,,0,,0,,0
JOPLRJN05-M,2,,0,,0,,0
JOPLRJN08-M,2,,0,,0,,0
JOPLRJN08-S,13,,0,,0,,0
JOPLRJN08-XL,17,,0,,0,,0
JOPLRJN08-XXL,25,,0,,0,,0
JOPLRJN09-L,5,,0,,0,,0
JOPLRJN09-M,2,,0,,0,,0
JOPLRJN09-XL,6,,0,,0,,0
JOPLRJN10-L,6,,0,,0,,0
JOPLRJN10-S,3,,0,,0,,0
JOPLRJN10-XXL,3,,0,,0,,0
JOPLRJN11-S,3,,0,,0,,0
JOPLRJN12-L,4,,0,,0,,0
JOPLRJN12-M,9,,0,,0,,0
JOPLRJN12-S,3,,0,,0,,0
JOPLRJN12-XL,3,,0,,0,,0
JOPLRJN12-XXL,7,,0,,0,,0
JOPLRJN13-M,6,,0,,0,,0
JOPLRJN13-S,2,,0,,0,,0
JOPLRJN13-XL,4,,0,,0,,0
JOPLRJN13-XXL,2,,0,,0,,0
JOPLRJN14-L,1,,0,,0,,0
JOPLRJN14-XXL,4,,0,,0,,0
JOPLRJN15-L,4,,0,,0,,0
JOPLRJN15-M,9,,0,,0,,0
JOPLRJN15-S,6,,0,,0,,0
JOPLRJN15-XL,4,,0,,0,,0
JOPLRJN15-XXL,4,,0,,0,,0
JOPLRJN16-L,5,,0,,0,,0
JOPLRJN16-M,1,,0,,0,,0
JOPLRJN16-XL,1,,0,,0,,0
JOPLRJN17-L,2,,0,,0,,0
JOPLRJN17-M,15,,0,,0,,0
JOPLRJN17-S,8,,0,,0,,0
JOPLRJN17-XL,27,,0,,0,,0
JOPLRJN17-XXL,22,,0,,0,,0
JOPLRJN21-L,3,,0,,0,,0
JOPLRJN21-M,1,,0,,0,,0
JOPLRJN21-XL,3,,0,,0,,0
JOPLRJN21-XXL,3,,0,,0,,0
JOPLRP710,133,,0,,0,,0
JOPLRPP1004,4,,0,,0,,0
JOPLSRS1106K,17,,0,,0,,0
JOPLST03-M,1,,0,,0,,0
JOPLST11-XL,1,,0,,0,,0
JOPLST11-XXL,1,,0,,0,,0
JOPLST12-L,1,,0,,0,,0
JOPLST13-M,1,,0,,0,,0
JOPLST13-XL,2,,0,,0,,0
JOPLST14-L,10,,0,,0,,0
JOPLST14-S,2,,0,,0,,0
JOPLST14-XL,3,,0,,0,,0
JOPLST15-L,1,,0,,0,,0
JOPLST15-M,1,,0,,0,,0
JOPLST15-XL,1,,0,,0,,0
JOPLST201-L,74,,0,,0,,0
JOPLST201-M,84,,0,,0,,0
JOPLST201-S,92,,0,,0,,0
JOPLST202-M,2,,0,,0,,0
JOPLST202-XXL,4,,0,,0,,0
JOPLST203-L,1,,0,,0,,0
JOPLST203-S,2,,0,,0,,0
JOPLST205-M,1,,0,,0,,0
JOPLST206-M,1,,0,,0,,0
JOPLST209-S,1,,0,,0,,0
JOPLST216-M,1,,0,,0,,0
JOPLST216-S,29,,0,,0,,0
JOPLST217-M,7,,0,,0,,0
JOPLST218-3XL,39,,0,,0,,0
JOPLST218-4XL,196,,0,,0,,0
JOPLST218-L,59,,0,,0,,0
JOPLST218-M,68,,0,,0,,0
JOPLST218-S,110,,0,,0,,0
JOPLST219-S,6,,0,,0,,0
JOPLST220-M,1,,0,,0,,0
JOPLST220-S,3,,0,,0,,0
JOPLST221-M,1,,0,,0,,0
JOPLST221-S,15,,0,,0,,0
JOPLST222-M,7,,0,,0,,0
JOPLST222-S,4,,0,,0,,0
JOPLST222-XXL,1,,0,,0,,0
JOPLST223-M,1,,0,,0,,0
JOPLST223-XXL,1,,0,,0,,0
JOPLST225-S,34,,0,,0,,0
JOPLST226-L,20,,0,,0,,0
JOPLST226-M,19,,0,,0,,0
JOPLST226-S,37,,0,,0,,0
JOPLST226-XL,3,,0,,0,,0
JOPLST226-XXL,37,,0,,0,,0
JOPLST227-S,1,,0,,0,,0
JOPLST228-L,20,,0,,0,,0
JOPLST228-M,20,,0,,0,,0
JOPLST228-S,31,,0,,0,,0
JOPLST228-XL,38,,0,,0,,0
JOPLST228-XXL,24,,0,,0,,0
JOPLST229-M,1,,0,,0,,0
JOPLST229-S,40,,0,,0,,0
JOPLST230-L,1,,0,,0,,0
JOPLST230-M,1,,0,,0,,0
JOPLST230-S,3,,0,,0,,0
JOPLST230-XL,2,,0,,0,,0
JOPLST231-L,3,,0,,0,,0
JOPLST231-M,6,,0,,0,,0
JOPLST231-XL,1,,0,,0,,0
JOPLST231-XXL,1,,0,,0,,0
JOPLST233-S,1,,0,,0,,0
JOPLST234-XXL,2,,0,,0,,0
JOPLST235-M,1,,0,,0,,0
JOPLST238-M,1,,0,,0,,0
JOPLST240-L,2,,0,,0,,0
JOPLST240-M,5,,0,,0,,0
JOPLST240-S,1,,0,,0,,0
JOPLST241-M,1,,0,,0,,0
JOPLST242-3XL,35,,0,,0,,0
JOPLST242-4XL,1,,0,,0,,0
JOPLST242-5XL,13,,0,,0,,0
JOPLST242-6XL,27,,0,,0,,0
JOPLST242-L,93,,0,,0,,0
JOPLST242-M,34,,0,,0,,0
JOPLST242-S,12,,0,,0,,0
JOPLST242-XL,114,,0,,0,,0
JOPLST242-XXL,78,,0,,0,,0
JOPLST243-3XL,156,,0,,0,,0
JOPLST243-4XL,125,,0,,0,,0
JOPLST243-5XL,165,,0,,0,,0
JOPLST243-6XL,19,,0,,0,,0
JOPLST243-L,40,,0,,0,,0
JOPLST243-M,50,,0,,0,,0
JOPLST243-S,67,,0,,0,,0
JOPLST243-XL,52,,0,,0,,0
JOPLST243-XXL,165,,0,,0,,0
JOPLST244-M,2,,0,,0,,0
JOPLST244-S,6,,0,,0,,0
JOPLST245-S,1,,0,,0,,0
JOPLST246-S,1,,0,,0,,0
JOPLST247-M,3,,0,,0,,0
JOPLST247-XXL,1,,0,,0,,0
JOPLST248-M,4,,0,,0,,0
JOPLST248-XL,1,,0,,0,,0
JOPLST249-M,1,,0,,0,,0
JOPLST249-S,8,,0,,0,,0
JOPLST249-XL,1,,0,,0,,0
JOPLST249-XXL,2,,0,,0,,0
JOPLST256-L,13,,0,,0,,0
JOPLST256-M,9,,0,,0,,0
JOPLST256-S,10,,0,,0,,0
JOPLST256-XL,2,,0,,0,,0
JOPLST257-L,18,,0,,0,,0
JOPLST257-M,21,,0,,0,,0
JOPLST257-S,16,,0,,0,,0
JOPLST257-XL,8,,0,,0,,0
JOPLST257-XXL,11,,0,,0,,0
JOPLST258-L,3,,0,,0,,0
JOPLST258-M,6,,0,,0,,0
JOPLST258-S,11,,0,,0,,0
JOPLST258-XL,3,,0,,0,,0
JOPLST262-M,1,,0,,0,,0
JOPLST263-M,2,,0,,0,,0
JOPLST263-S,2,,0,,0,,0
JOPLST264-S,2,,0,,0,,0
JOPLST264-XXL,1,,0,,0,,0
JOPLST265-M,1,,0,,0,,0
JOPLST265-S,2,,0,,0,,0
JOPLST266-M,1,,0,,0,,0
JOPLST266-S,4,,0,,0,,0
JOPLST267-M,6,,0,,0,,0
JOPLST268-L,8,,0,,0,,0
JOPLST269-L,157,,0,,0,,0
JOPLST269-M,90,,0,,0,,0
JOPLST269-S,28,,0,,0,,0
JOPLST269-XXL,9,,0,,0,,0
JOPLST270-L,46,,0,,0,,0
JOPLST270-M,55,,0,,0,,0
JOPLST270-S,18,,0,,0,,0
JOPLST270-XL,3,,0,,0,,0
JOPLST270-XXL,7,,0,,0,,0
JOPLST271-L,3,,0,,0,,0
JOPLST271-M,3,,0,,0,,0
JOPLST271-S,21,,0,,0,,0
JOPLST271-XL,3,,0,,0,,0
JOPLST271-XXL,2,,0,,0,,0
JOPLST272-L,42,,0,,0,,0
JOPLST272-M,60,,0,,0,,0
JOPLST272-S,54,,0,,0,,0
JOPLST272-XL,44,,0,,0,,0
JOPLST272-XXL,36,,0,,0,,0
JOPLST273-L,48,,0,,0,,0
JOPLST273-M,17,,0,,0,,0
JOPLST273-S,31,,0,,0,,0
JOPLST273-XL,12,,0,,0,,0
JOPLST274-L,4,,0,,0,,0
JOPLST274-M,4,,0,,0,,0
JOPLST274-XL,2,,0,,0,,0
JOPLST275-M,1,,0,,0,,0
JOPLST276-L,16,,0,,0,,0
JOPLST276-M,45,,0,,0,,0
JOPLST276-S,60,,0,,0,,0
JOPLST276-XL,27,,0,,0,,0
JOPLST276-XXL,30,,0,,0,,0
JOPLST277-L,47,,0,,0,,0
JOPLST277-M,48,,0,,0,,0
JOPLST277-S,37,,0,,0,,0
JOPLST277-XL,75,,0,,0,,0
JOPLST277-XXL,75,,0,,0,,0
JOPLST283-L,50,,0,,0,,0
JOPLST283-M,21,,0,,0,,0
JOPLST283-S,24,,0,,0,,0
JOPLST283-XL,26,,0,,0,,0
JOPLST283-XXL,19,,0,,0,,0
JOPLST285-L,59,,0,,0,,0
JOPLST285-M,30,,0,,0,,0
JOPLST285-S,35,,0,,0,,0
JOPLST285-XL,50,,0,,0,,0
JOPLST285-XXL,55,,0,,0,,0
JOPLST503-XXL,2,,0,,0,,0
JOPLST504-XL,1,,0,,0,,0
JOPLST601-S,2,,0,,0,,0
JOPLST602-L,22,,0,,0,,0
JOPLST602-M,11,,0,,0,,0
JOPLST602-S,19,,0,,0,,0
JOPLST602-XL,6,,0,,0,,0
JOPLST602-XXL,1,,0,,0,,0
JOPLST603-L,3,,0,,0,,0
JOPLST603-M,13,,0,,0,,0
JOPLST603-S,1,,0,,0,,0
JOPLST603-XL,11,,0,,0,,0
JOPLST603-XXL,17,,0,,0,,0
JOPLST703-3XL,79,,0,,0,,0
JOPLST703-L,23,,0,,0,,0
JOPLST703-M,24,,0,,0,,0
JOPLST703-S,1,,0,,0,,0
JOPLST703-XL,37,,0,,0,,0
JOPLST703-XXL,100,,0,,0,,0
JOPLST712-L,1,,0,,0,,0
JOPLST712-XL,4,,0,,0,,0
JOPLST713-S,1,,0,,0,,0
JOPLST714-L,1,,0,,0,,0
JOPLST714-M,1,,0,,0,,0
JOPLST716-L,2,,0,,0,,0
JOPLST716-M,1,,0,,0,,0
JOPLST716-S,1,,0,,0,,0
JOPLST716-XL,1,,0,,0,,0
JOPLST719-XL,2,,0,,0,,0
JOPLST721-M,1,,0,,0,,0
JOPLST721-XL,1,,0,,0,,0
JOPLST722-XL,1,,0,,0,,0
JOPLST723-XXL,3,,0,,0,,0
JOPLST725-L,9,,0,,0,,0
JOPLST725-M,5,,0,,0,,0
JOPLST725-XL,2,,0,,0,,0
JOPLST726-M,1,,0,,0,,0
JOPLST726-S,2,,0,,0,,0
JOPLST727-S,4,,0,,0,,0
JOPLST728-L,1,,0,,0,,0
JOPLST728-M,2,,0,,0,,0
JOPLST728-S,23,,0,,0,,0
JOPLST728-XL,4,,0,,0,,0
JOPLST728-XXL,8,,0,,0,,0
JOPLST729-M,1,,0,,0,,0
JOPLST730-M,1,,0,,0,,0
JOPLST732-L,31,,0,,0,,0
JOPLST732-M,2,,0,,0,,0
JOPLST732-S,9,,0,,0,,0
JOPLST732-XL,35,,0,,0,,0
JOPLST732-XXL,33,,0,,0,,0
JOPLST733-3XL,2,,0,,0,,0
JOPLST733-S,1,,0,,0,,0
JOPLST733-XL,4,,0,,0,,0
JOPLST734-3XL,2,,0,,0,,0
JOPLST734-S,1,,0,,0,,0
JOPLST734-XL,5,,0,,0,,0
JOPLST735-3XL,2,,0,,0,,0
JOPLST735-XL,4,,0,,0,,0
JOPLST735-XXL,4,,0,,0,,0
JOPLST736-L,3,,0,,0,,0
JOPLST736-M,2,,0,,0,,0
JOPLST736-S,1,,0,,0,,0
JOPLST736-XL,1,,0,,0,,0
JOPLST737-3XL,1,,0,,0,,0
JOPLST737-XL,3,,0,,0,,0
JOPLST738-3XL,1,,0,,0,,0
JOPLST738-M,1,,0,,0,,0
JOPLST738-S,3,,0,,0,,0
JOPLST738-XL,1,,0,,0,,0
JOPLST739-S,3,,0,,0,,0
JOPLST739-XXL,3,,0,,0,,0
JOPLST740-XL,1,,0,,0,,0
JOPLST741-XL,1,,0,,0,,0
JOPLST742-XL,1,,0,,0,,0
JOPLST743-S,3,,0,,0,,0
JOPLST743-XL,1,,0,,0,,0
JOPLST744-M,8,,0,,0,,0
JOPLST744-S,3,,0,,0,,0
JOPLST744-XL,1,,0,,0,,0
JOPLST744-XXL,6,,0,,0,,0
JOPLVL109-S,2,,0,,0,,0
JOPLVL111C-M,1,,0,,0,,0
JOPLVL112-XL,1,,0,,0,,0
JOPLVL113B-S,1,,0,,0,,0
JOPLVL114-M,1,,0,,0,,0
JOPLVL114-S,2,,0,,0,,0
JOPLVL205-S,2,,0,,0,,0
JOPLVL207-S,1,,0,,0,,0
JOPLVL208-M,1,,0,,0,,0
JOPLVL210-M,1,,0,,0,,0
JOPLVL210-XXL,1,,0,,0,,0
JOPLVL212-S,2,,0,,0,,0
JOPLVL212-XL,1,,0,,0,,0
JOPLVL213-3XL,12,,0,,0,,0
JOPLVL213-4XL,1,,0,,0,,0
JOPLVL213-5XL,10,,0,,0,,0
JOPLVL213-6XL,1,,0,,0,,0
JOPLVL213-L,6,,0,,0,,0
JOPLVL213-M,7,,0,,0,,0
JOPLVL213-S,30,,0,,0,,0
JOPLVL213-XXL,24,,0,,0,,0
JOPLVL214-3XL,1,,0,,0,,0
JOPLVL214-6XL,1,,0,,0,,0
JOPLVL214-L,9,,0,,0,,0
JOPLVL214-M,19,,0,,0,,0
JOPLVL214-S,20,,0,,0,,0
JOPLVL214-XL,26,,0,,0,,0
JOPLVL214-XXL,34,,0,,0,,0
JOPLVL218-3XL,57,,0,,0,,0
JOPLVL218-4XL,4,,0,,0,,0
JOPLVL218-5XL,1,,0,,0,,0
JOPLVL218-6XL,4,,0,,0,,0
JOPLVL218-L,126,,0,,0,,0
JOPLVL218-M,178,,0,,0,,0
JOPLVL218-S,117,,0,,0,,0
JOPLVL218-XL,75,,0,,0,,0
JOPLVL218-XXL,98,,0,,0,,0
JOPLVL219-M,1,,0,,0,,0
JOPLVL223A-S,6,,0,,0,,0
JOPLVL224-4XL,1,,0,,0,,0
JOPLVL224-5XL,1,,0,,0,,0
JOPLVL224-S,3,,0,,0,,0
JOPLVL227-3XL,2,,0,,0,,0
JOPLVL227-5XL,1,,0,,0,,0
JOPLVL227-S,11,,0,,0,,0
JOPLVL230-L,2,,0,,0,,0
JOPLVL230-M,3,,0,,0,,0
JOPLVL231-XXL,1,,0,,0,,0
JOPLVL232-M,2,,0,,0,,0
JOPLVL234-M,1,,0,,0,,0
JOPLVL235-M,1,,0,,0,,0
JOPLVL238-M,3,,0,,0,,0
JOPLVL241A-3XL,27,,0,,0,,0
JOPLVL241A-5XL,1,,0,,0,,0
JOPLVL241A-L,72,,0,,0,,0
JOPLVL241A-M,43,,0,,0,,0
JOPLVL241A-S,51,,0,,0,,0
JOPLVL241A-XL,22,,0,,0,,0
JOPLVL241A-XXL,118,,0,,0,,0
JOPLVL241-S,3,,0,,0,,0
JOPLVL242-5XL,2,,0,,0,,0
JOPLVL242-M,1,,0,,0,,0
JOPLVL243-M,1,,0,,0,,0
JOPLVL244-M,1,,0,,0,,0
JOPLVL244-S,12,,0,,0,,0
JOPLVL245-L,62,,0,,0,,0
JOPLVL245-M,78,,0,,0,,0
JOPLVL245-S,27,,0,,0,,0
JOPLVL245-XL,64,,0,,0,,0
JOPLVL245-XXL,70,,0,,0,,0
JOPLVL248-6XL,1,,0,,0,,0
JOPLVL248-M,1,,0,,0,,0
JOPLVL248-S,2,,0,,0,,0
JOPLVL249A-M,2,,0,,0,,0
JOPLVL249B-M,1,,0,,0,,0
JOPLVL250-M,1,,0,,0,,0
JOPLVL259-L,17,,0,,0,,0
JOPLVL259-M,9,,0,,0,,0
JOPLVL259-S,25,,0,,0,,0
JOPLVL259-XL,7,,0,,0,,0
JOPLVL259-XXL,10,,0,,0,,0
JOPLVL261-M,1,,0,,0,,0
JOPLVL263-XL,1,,0,,0,,0
JOPLVL265-S,4,,0,,0,,0
JOPLVL267A-L,18,,0,,0,,0
JOPLVL267A-M,29,,0,,0,,0
JOPLVL267A-S,45,,0,,0,,0
JOPLVL267A-XL,15,,0,,0,,0
JOPLVL267A-XXL,10,,0,,0,,0
JOPLVL267B-L,34,,0,,0,,0
JOPLVL267B-M,48,,0,,0,,0
JOPLVL267B-S,66,,0,,0,,0
JOPLVL267B-XL,28,,0,,0,,0
JOPLVL267B-XXL,24,,0,,0,,0
JOPLVL269-S,1,,0,,0,,0
JOPLVL270-L,15,,0,,0,,0
JOPLVL270-M,24,,0,,0,,0
JOPLVL270-S,81,,0,,0,,0
JOPLVL270-XL,24,,0,,0,,0
JOPLVL270-XXL,25,,0,,0,,0
JOPLVL275-M,1,,0,,0,,0
JOPLVL275-S,1,,0,,0,,0
JOPLVL276-S,3,,0,,0,,0
JOPLVL279-XL,2,,0,,0,,0
JOPLVL281-M,2,,0,,0,,0
JOPLVL282-L,1,,0,,0,,0
JOPLVL282-M,2,,0,,0,,0
JOPLVL284B-L,11,,0,,0,,0
JOPLVL284B-M,16,,0,,0,,0
JOPLVL284B-S,63,,0,,0,,0
JOPLVL284B-XL,11,,0,,0,,0
JOPLVL286-M,4,,0,,0,,0
JOPLVL288-3XL,2,,0,,0,,0
JOPLVL288-4XL,9,,0,,0,,0
JOPLVL288-5XL,11,,0,,0,,0
JOPLVL288-M,6,,0,,0,,0
JOPLVL288-S,22,,0,,0,,0
JOPLVL295-3XL,1,,0,,0,,0
JOPLVL295-M,1,,0,,0,,0
JOPLVL296-M,21,,0,,0,,0
JOPLVL296-S,57,,0,,0,,0
JOPLVL296-XL,1,,0,,0,,0
JOPLVL300-S,1,,0,,0,,0
JOPLVL304-S,1,,0,,0,,0
JOPLVL305-3XL,2,,0,,0,,0
JOPLVL305-6XL,1,,0,,0,,0
JOPLVL305-M,3,,0,,0,,0
JOPLVL305-S,5,,0,,0,,0
JOPLVL307-L,1,,0,,0,,0
JOPLVL307-M,34,,0,,0,,0
JOPLVL307-S,23,,0,,0,,0
JOPLVL307-XL,6,,0,,0,,0
JOPLVL307-XXL,4,,0,,0,,0
JOPLVL310-6XL,3,,0,,0,,0
JOPLVL310-L,90,,0,,0,,0
JOPLVL310-M,60,,0,,0,,0
JOPLVL310-S,61,,0,,0,,0
JOPLVL310-XL,81,,0,,0,,0
JOPLVL312-S,5,,0,,0,,0
JOPLVL313-S,2,,0,,0,,0
JOPLVSM2013,8,,0,,0,,0
JOPLVSM3851,18,,0,,0,,0
JOPLVSM3988,182,,0,,0,,0
JOPLVSM4002J,119,,0,,0,,0
JOPLVSM4005J,372,,0,,0,,0
JOPLVSM4028,2,,0,,0,,0
JOPLVSM4031,42,,0,,0,,0
JOPLVSM4071,205,,0,,0,,0
JOPLVSM4078,145,,0,,0,,0
JOPLVSM4079,111,,0,,0,,0
JOPLVSM4082,424,,0,,0,,0
JOPLVSM4087,149,,0,,0,,0
JOPLVSM4088,60,,0,,0,,0
JOPLVSM4091,50,,0,,0,,0
JOPLVSM4093,396,,0,,0,,0
JOPLVSM4096,182,,0,,0,,0
JOPLVSM4097,123,,0,,0,,0
JOPLVSM4102,4,,0,,0,,0
JOPLVSM4114,90,,0,,0,,0
JOPLVSM4119,257,,0,,0,,0
JOPLVSM4125,155,,0,,0,,0
JOPLVSM4131,154,,0,,0,,0
JOPLVSM4132,108,,0,,0,,0
JOPLVSM4136,3,,0,,0,,0
JOPLVSM4138,1,,0,,0,,0
JOPLVSM4139,2,,0,,0,,0
JOPLVSM4145,5,,0,,0,,0
JOPLVSM4146,3,,0,,0,,0
JOPLVSM4147,98,,0,,0,,0
JOPLVSM4149,2,,0,,0,,0
JOPLVSM4152,2,,0,,0,,0
JOPLVSM4156,1,,0,,0,,0
JOPLVSM4165,8,,0,,0,,0
JOPLVSM4182,1,,0,,0,,0
JOPLVSM4247,1,,0,,0,,0
JOPLVSM4250,107,,0,,0,,0
JOPLVSM4263,2,,0,,0,,0
JOPLVSM4271,2,,0,,0,,0
JOPLVSM4276,1,,0,,0,,0
JOPLVSM4277,3,,0,,0,,0
JOPLVSM4281,108,,0,,0,,0
JOPLVSM4285,1,,0,,0,,0
JOPLVSM4288,1,,0,,0,,0
JOPLVSM4294,17,,0,,0,,0
JOPLVSM5102,1,,0,,0,,0
JOPLVSM5106,3,,0,,0,,0
JOPLVSM5111,317,,0,,0,,0
JOPLVSM5112,471,,0,,0,,0
JOPLVSM5120,1,,0,,0,,0
JOPLVSM5122,2,,0,,0,,0
JOPLVSM5131,3,,0,,0,,0
JOPLVSM5140,14,,0,,0,,0
JOPLVSM5141,1,,0,,0,,0
JOPLVSM5145,1,,0,,0,,0
JOPLVSM5146,5,,0,,0,,0
JOPLVSM5147,1,,0,,0,,0
JOPLVSM5148,29,,0,,0,,0
JOPLVSM5151,3,,0,,0,,0
JOPLVSM5157,1,,0,,0,,0
JOPLVSM5161,1,,0,,0,,0
JOPLVSM5164,5,,0,,0,,0
JOPLVSM5169,1,,0,,0,,0
JOPLVSM5183,2,,0,,0,,0
JOPLVSM5186,5,,0,,0,,0
JOPLVSM5188,1,,0,,0,,0
JOPLVSM5189,4,,0,,0,,0
JOPLVSM5190,1,,0,,0,,0
JOPLVSM5192,2,,0,,0,,0
JOPLVSM5195,7,,0,,0,,0
JOPLVSM5203,1,,0,,0,,0
JOPLVSM5206,2,,0,,0,,0
JOPLVSM6101,1,,0,,0,,0
JOPLVSM6106,2,,0,,0,,0
JOPLVSM6108,1,,0,,0,,0
JOPLVSMRW2013-3XL,27,,0,,0,,0
JOPLVSMRW2013-4XL,29,,0,,0,,0
JOPLVSMRW2013-7XL,20,,0,,0,,0
JOPLVSMRW2013-8XL,16,,0,,0,,0
JOPLVSMRW2013-9XL,6,,0,,0,,0
JOPLVSMRW2013-S,9,,0,,0,,0
JOPLVSMRW2013-XXL,5,,0,,0,,0
JOPLVSMRW3988-10XL,24,,0,,0,,0
JOPLVSMRW3988-3XL,9,,0,,0,,0
JOPLVSMRW3988-4XL,79,,0,,0,,0
JOPLVSMRW3988-5XL,24,,0,,0,,0
JOPLVSMRW3988-6XL,28,,0,,0,,0
JOPLVSMRW3988-8XL,28,,0,,0,,0
JOPLVSMRW3988-9XL,2,,0,,0,,0
JOPLVSMRW3988-L,89,,0,,0,,0
JOPLVSMRW3988-XL,151,,0,,0,,0
JOPLVSMRW3988-XXL,103,,0,,0,,0
JOPLVSMRW4123-M,1,,0,,0,,0
JOPLVSMRW4132-10XL,1,,0,,0,,0
JOPLVSMRW4132-6XL,1,,0,,0,,0
JOPLVSMRW4132-9XL,1,,0,,0,,0
JOPLVSMRW4250-3XL,1,,0,,0,,0
JOPLVSMRW4250-L,35,,0,,0,,0
JOPLVSMRW4250-M,71,,0,,0,,0
JOPLVSMRW4250-S,1,,0,,0,,0
